0	5e-05	-nan
1	0.00015	-nan
2	0.00025	-nan
3	0.00035	-nan
4	0.00045	-nan
5	0.00055	-nan
6	0.00065	-nan
7	0.00075	-nan
8	0.00085	-nan
9	0.00095	-nan
10	0.00105	-nan
11	0.00115	-nan
12	0.00125	-nan
13	0.00135	-nan
14	0.00145	-nan
15	0.00155	-nan
16	0.00165	-nan
17	0.00175	-nan
18	0.00185	-nan
19	0.00195	-nan
20	0.00205	-nan
21	0.00215	-nan
22	0.00225	-nan
23	0.00235	-nan
24	0.00245	-nan
25	0.00255	-nan
26	0.00265	-nan
27	0.00275	-nan
28	0.00285	-nan
29	0.00295	-nan
30	0.00305	-nan
31	0.00315	-nan
32	0.00325	-nan
33	0.00335	-nan
34	0.00345	-nan
35	0.00355	-nan
36	0.00365	-nan
37	0.00375	-nan
38	0.00385	-nan
39	0.00395	-nan
40	0.00405	-nan
41	0.00415	-nan
42	0.00425	-nan
43	0.00435	-nan
44	0.00445	-nan
45	0.00455	-nan
46	0.00465	-nan
47	0.00475	-nan
48	0.00485	-nan
49	0.00495	-nan
50	0.00505	-nan
51	0.00515	-nan
52	0.00525	-nan
53	0.00535	-nan
54	0.00545	-nan
55	0.00555	-nan
56	0.00565	-nan
57	0.00575	-nan
58	0.00585	-nan
59	0.00595	-nan
60	0.00605	-nan
61	0.00615	-nan
62	0.00625	-nan
63	0.00635	-nan
64	0.00645	-nan
65	0.00655	-nan
66	0.00665	-nan
67	0.00675	-nan
68	0.00685	-nan
69	0.00695	-nan
70	0.00705	-nan
71	0.00715	-nan
72	0.00725	-nan
73	0.00735	-nan
74	0.00745	-nan
75	0.00755	-nan
76	0.00765	-nan
77	0.00775	-nan
78	0.00785	-nan
79	0.00795	-nan
80	0.00805	-nan
81	0.00815	-nan
82	0.00825	-nan
83	0.00835	-nan
84	0.00845	-nan
85	0.00855	-nan
86	0.00865	-nan
87	0.00875	-nan
88	0.00885	-nan
89	0.00895	-nan
90	0.00905	-nan
91	0.00915	-nan
92	0.00925	-nan
93	0.00935	-nan
94	0.00945	-nan
95	0.00955	-nan
96	0.00965	-nan
97	0.00975	-nan
98	0.00985	-nan
99	0.00995	-nan
